丂乗乗搒撪朸強丅=　――都内某处。
丂偍孼偪傖傫偑崢傪晜偐偣偰丄傢偨偟偺曽偵婄傪婑偣偰偒偨丅=　哥哥微微抬起腰，将脸凑近了我。
丂曫慠偲偡傞傢偨偟偺怬偵丄偦偭偲僉僗偟偰偔傟傞丅=　轻轻地在呆若木鸡的我的嘴唇上亲吻。
丂偍孼偪傖傫偺廮傜偐偄怬偑怗傟偨帪丄傢偨偟偼婐偟偝偺偁傑傝丄椳偑偙傒忋偘偰偒偨丅=　当哥哥柔软的嘴唇触碰到我时，我高兴得眼泪都要涌出来了。
丂偙偙偼媰偔偲偙傠偠傖側偄偺偵丅=　明明这不是该哭的时候。
丂偦偆巚偭偰傕丄椳偑傐傠傐傠偲堨傟偰偔傞丅=　虽然这么想着，眼泪还是啪嗒啪嗒地流了下来。
丂婐偟偝偲丄埨揼姶偲乧乧丅=　喜悦和安心感交织在一起……
丂偢偭偲丄摬傟偰偄偨丅=　一直都在憧憬着。
丂梒偄帪偐傜偢偭偲丄摬傟偺恖偩偭偨丅=　从小时候起就一直是憧憬的对象。
丂偦偺偍孼偪傖傫偲丄傢偨偟偼寢偽傟偨傫偩乧乧丅=　和那个哥哥，我终于结合在一起了……
丂偍孼偪傖傫偩偗偼丄偢偭偲曄傢傜偢偵偄偰偔傟偨丅=　只有哥哥，一直都没有改变。
丂偢偭偲傢偨偟傪尒庣偭偰偔傟偰偄偨丅=　一直都在守护着我。
丂偍孼偪傖傫偺偦偽偵偄傟偽丄晄埨側傫偐悂偒旘傫偱丄偡偛偔埨怱偱偒偨丅=　只要在哥哥身边，所有的不安都会烟消云散，感到无比安心。
丂傢偨偟偺戝岲偒側乧乧偍孼偪傖傫乧乧丅=　我最喜欢的……哥哥……
埁乽偖偡偭乧乧偍孼偪傖傫乧乧偍孼偪傖傫偭乿=葵「呜咽……哥哥……哥哥～」
搤庽乽婐偟偄傛丄埁偪傖傫丅杔偺偙偲丄岲偒偵側偭偰偔傟偰乿=冬树「我很高兴哦，葵。你能喜欢上我」
丂昁巰偵惡傪墴偟嶦偟偰偄傞傢偨偟傪丄搤庽偍孼偪傖傫偼桪偟偔書偒偟傔偰偔傟偨丅=　冬树哥哥温柔地抱住了正拼命压抑着声音的我。
丂傢偨偟偺敮傪丄偦偭偲晱偱偰偔傟傞丅=　轻轻地抚摸着我的头发。
丂偦偺庤偵怗傟傜傟傞偩偗偱丄傢偨偟偼岾偣側婥暘偵側傞丅=　仅仅是被那只手触碰，就感到无比幸福。
丂崱傑偱偺嬞挘側傫偰偡傋偰悂偒旘傫偱丄壐傗偐側婥帩偪偵側傞丅=　之前所有的紧张都一扫而空，变得平和宁静。
丂傢偨偟偼搤庽偍孼偪傖傫偵恎傪擟偣偨丅=　将身体完全交托给了冬树哥哥。
丂尵梩偼側偔偰傕丄偦偆偟偰偄傞偩偗偱搤庽偍孼偪傖傫偺抔偐偝偵曪傑傟偰偄傞偙偲偑幚姶偱偒偨丅=　即使没有言语，只是这样就能真切地感受到被冬树哥哥的温暖包围着。
丂偦偺偸偔傕傝傪丄偄偮傑偱傕枴傢偭偰偄偨偐偭偨丅=　想要永远品味这份温暖。
丂偦傟埲奜偵丄壗傕偄傜側偐偭偨丅=　除此之外，别无所求。
丂傢偨偟偼丄偍孼偪傖傫偝偊偦偽偵偄偰偔傟傟偽偄偄乧乧丅=　只要哥哥在身边就足够了……
丂偳傟偔傜偄偦偆偟偰偄偨偩傠偆丅=　不知这样持续了多久。
丂傢偨偟偼椳傪怈偄偰丄搤庽偍孼偪傖傫偺婄傪尒忋偘偨丅=　擦干眼泪，抬头仰望冬树哥哥的脸庞。
丂偍孼偪傖傫偑丄壐傗偐偵旝徫傫偱偔傟傞丅=　哥哥温柔地微笑着。
丂傢偨偟偼搤庽偍孼偪傖傫偺攚拞偵榬傪夞偟丄偦偺嫻偵婄傪墴偟偮偗偨丅=　将手臂环绕在冬树哥哥的背后，把脸贴在他的胸膛上。
丂偓傘偭偲書偒偟傔傞丅=　紧紧地拥抱着。
埁乽乧乧書偄偰乿=葵「……抱我」
丂傕偆丄抪偢偐偟偔側偐偭偨丅=　已经不再感到羞耻了。
丂傢偨偟偼丄偍孼偪傖傫偵崱偡偖書偐傟偨偄丅=　现在就想被哥哥抱。
丂偍孼偪傖傫偲丄怱傕懱傕傂偲偮偵側傝偨偄丅=　想和哥哥的心灵和身体合为一体。
埁乽乧乧偍婅偄丄書偄偰乧乧乿=葵「……拜托，抱我……」
丂搤庽偍孼偪傖傫偼屗榝偭偰偄傞偺偐丄彮偟偺娫丄壗傕尵傢側偐偭偨丅=　冬树哥哥似乎有些困惑，沉默了一会儿。
丂偱傕傗偑偰丄傢偨偟偺婄傪庤偱曪傒崬傫偱偒偨丅=　但不久，他用手捧住了我的脸。
丂傢偨偟偼忋傪岦偐偣傜傟傞丅=　被迫抬起头来。
丂偍孼偪傖傫偺婄偑丄偡偖栚偺慜偵偁偭偨丅=　哥哥的脸就在眼前。
丂傢偨偟偼乧乧偦偭偲栚傪暵偠偨丅=　轻轻闭上了眼睛。
丂怬偲怬偑怗傟崌偆丅=　双唇相触。
埁乽搤庽偍孼偪傖傫乧乧乿=葵「冬树哥哥……」
丂傢偨偟偼偍孼偪傖傫偺栚傪偡偑傞傛偆偵尒忋偘偨丅=　仰望着哥哥的眼睛，目光中充满渴求。
埁乽庣偭偰乧乧偔傟傞乧乧丠乿=葵「会……保护我……吗？」
丂偢偭偲丄偦偽偵偄偰偔傟傞乧乧丠=　一直、都在我身边……吗？
丂偍孼偪傖傫偼丄桪偟偄徫傒傪晜偐傋偰偆側偢偄偨丅=　哥哥露出温柔的微笑，点了点头。
搤庽乽愨懳偵丄庣傞傛乿=冬树「一定会保护你的」
丂偁偁乧乧偢偭偲丄懸偭偰偄偨乧乧丅=　啊啊……一直、在等待着……
丂偦偺尵梩傪丄偢偭偲梸偟偐偭偨偺乧乧丅=　那句话、一直都想听到……
丂偍孼偪傖傫乧乧偁傝偑偲偆乧乧丅=　哥哥……谢谢你……
丂偍孼偪傖傫偑傕偆堦搙傢偨偟偵岥偯偗偟偰偒偨丅=　哥哥再次吻上了我的唇。
丂愩傪棈傔偰偔傞丅=　舌头缠绕在一起。
丂傢偨偟傕柍変柌拞偱丄偦傟偵墳偊偨丅=　我也忘乎所以地回应着。
丂偢偭偲丄堦弿偩傛丅=　永远、在一起哦。
丂傢偨偟偺戝岲偒側偍孼偪傖傫乧乧丅=　我最喜欢的哥哥……
丂堦搙偼巭傑偭偨偼偢偺椳偑丄傑偨堨傟偰偒偨丅=　本以为已经停止的泪水，又再次溢出。
丂埨傜偐側婥帩偪偑偙傒忋偘偰偔傞丅=　平和安宁的感觉涌上心头。
丂傕偆丄壗傕嫲傟傞偙偲偼側偄丅=　已经，不再有任何需要害怕的事了。
丂偍孼偪傖傫偑丄偄偰偔傟傞偐傜丅=　因为有哥哥在身边。
丂傢偨偟偨偪偼屳偄傪寖偟偔媮傔崌偭偨丅=　我们激烈地渴求着彼此。
丂傢偨偟偼偍孼偪傖傫偵恎傕怱傕埾偹偨丅=　将身心都完全交托给了哥哥。
丂偍孼偪傖傫偼婥帩偪偼寖偟偐偭偨傕偺偺丄崱傑偱埲忋偵傢偨偟傪桪偟偔埖偭偰偔傟偨丅=　虽然哥哥的情绪很激动，但比以往任何时候都更温柔地对待着我。
丂傢偨偟偨偪丄弶傔偰怱傕傂偲偮偵側傟偨傫偩偲丄幚姶偟偨丅=　切身感受到，我们的心第一次真正地合而为一了。
丂傢偨偟偼姶偠傞傑傑偵丄偍孼偪傖傫偺垽晱偵墳偊丄偍孼偪傖傫傪庴偗擖傟偨丅=　顺从着内心的感觉，回应着哥哥的爱抚，接纳了哥哥。
丂偍孼偪傖傫傕傑偨丄傢偨偟傪庴偗擖傟偰偔傟偨丅=　哥哥也同样接纳了我。
丂偙傫側偵岾偣側帪娫偼丄崱傑偱側偐偭偨丅=　从未有过如此幸福的时光。
丂偄偮傑偱傕宷偑偭偰偄偨偄丅怱偐傜偦偆巚偊偨丅=　想要永远这样紧紧相连。发自内心地这样想着。
丂愨捀偵払偟偨帪丄傕偆傢偨偟偼丄愨懳偵偍孼偪傖傫偺偦偽偐傜棧傟側偄偲寛傔偨丅=　达到高潮的那一刻，已经下定决心绝对不会离开哥哥身边。
埁乽偍孼偪傖傫乧乧戝岲偒乧乧乿=葵「哥哥……最喜欢你了……」
丂峴堊偑廔傢偭偨屻丄偟偽傜偔擇恖偱栙偭偰書偒崌偭偰偄偨丅=　结束之后，两人默默相拥了一会儿。
丂傗偑偰丄偍孼偪傖傫偑僔儍儚乕傪姪傔偰偔傟偨丅=　不久，哥哥建议去洗个澡。
丂媰偄偰偟傑偭偰婄偼傓偔傫偱傞偟丄偙偺傑傑偠傖壠偵婣傟側偄丅=　哭得脸都肿了，这样子没法回家。
丂傢偨偟偼慺捈偵偍孼偪傖傫偺姪傔偵廬偭偨丅=　老实地听从了哥哥的建议。
丂偱傕傆偲丄偄偄偙偲傪巚偄偮偄偨丅=　但突然，想到了一个好主意。
埁乽偹偊偍孼偪傖傫丅堦弿偵乧乧擖傠丠乿=葵「呐，哥哥。一起……进去洗吧？」
丂偍孼偪傖傫偼嬃偄偰偄偨傕偺偺丄偡偖偵偄偮傕偺徠傟偨傛偆側嬯徫傪晜偐傋偰丄偆側偢偄偰偔傟偨丅=　哥哥虽然吃了一惊，但很快就露出了平常那种害羞似的苦笑，点了点头。
丂壌偼傂偲傝丄栭偺廧戭奨傪傇傜傇傜偲曕偄偰偄偨丅=　独自一人在夜晚的住宅区漫无目的地走着。
丂偺傫傃傝偲曕偄偰偄傞偲丄晛抜偼尒摝偟偰偄傞嵄嵶側晽宨偑尒偊偰偔傞丅=　悠闲地走着的时候，平时会忽视的细微景象也能看到了。
丂壗偩偐丄怴慛偩偭偨丅=　感觉有点新鲜。
丂嶶曕傕埆偔側偄丅=　散步也不错。
丂傾僯僉偺婥帩偪偑丄彮偟暘偐偭偨傛偆側婥偑偟偨丅=　感觉稍微理解了哥哥的心情。
丂偄偮傕偺敿暘偔傜偄偺曕挷偱彮偟墦夞傝傪偟側偑傜傕丄壌偼壠偺慜傑偱栠偭偰偒偨丅=　以平常一半的步速稍微绕了远路，回到了家门口。
廐恖乽乧偆傫丄偙偺帪娫側傜丄尒偨偄僥儗價斣慻偑巒傑傞側乿=秋人「嗯，这个时间的话，想看的电视节目应该开始了吧」
丂偦偆欔偔偲丄壌偼尯娭偺僪傾傪奐偗偨丅=　这样低语着，打开了玄关的门。
丂壠偺拞偼惷傑傝偐偊偭偰偄傞丅=　屋里一片寂静。
丂偳偆傗傜椉恊偼傑偩丄婣偭偰偒偰偄側偄傒偨偄偩丅=　看来父母还没回来的样子。
丂偱傕揹婥偑偮偄偰偄傞偐傜丄傾僯僉偼偄傞偼偢偩丅=　不过灯亮着，哥哥应该在家。
丂孋傪扙偛偆偲偟偰丄尯娭偵埁偺孋偑偁傞偺偵婥偯偄偨丅=　正准备脱鞋时，注意到玄关有葵的鞋子。
丂偁傟丠丂傾僀僣丄棃偰傞偺偐丠=　咦？那家伙来了吗？
丂埁偑棃偰傞側傜丄傕偭偲憗偔婣偭偰偙傟偽傛偐偭偨側丅=　既然葵来了，早点回来就好了。
丂偄偮傕婄傪崌傢偣偰偄傞偲偼尵偊丄廫暘壣偮傇偟偵側傞憡庤偩丅=　虽说经常见面，但她确实是个能打发时间的好对象。
廐恖乽乧乧偙偆偄偆偲偒偼丄傗偭傁傾僯僉偺晹壆偐側丠乿=秋人「……这种时候，果然是在哥哥的房间吧？」
丂壌偼傾僯僉偺晹壆偵婄傪弌偟偰傒傛偆偲巚偄丄孋傪扙偖偲丄偡偖偵奒抜傪忋偑傝偐偗偨丅=　想着去哥哥房间看看，脱掉鞋子后，立即准备上楼。
丂乧乧偳偙偐傜偐惡偑暦偙偊偨丅=　……从某处传来了声音。
丂偐偡偐偵偩偗偳丄埁偺惡偑偡傞丅=　虽然很微弱，但能听到葵的声音。
丂偟偐傕俀奒偐傜偠傖側偄丅=　而且不是从二楼传来的。
丂偳偙偐傜偩傠偆丠=　是从哪里传来的呢？
丂嫃娫偵偄傞婥攝偼側偄丅=　客厅里没有人的气息。
丂壌偼懌傪巭傔丄帹傪悷傑偟偰傒偨丅=　停下脚步，仔细倾听。
丂偙偺惡偼乧乧晽楥応偺曽偐傜偩丅=　这声音……是从浴室方向传来的。
丂側傫偱丄埁偺惡偑晽楥応偐傜暦偙偊傞傫偩丠=　为什么葵的声音会从浴室传来？
丂晽楥偵擖偭偰傞偺偐丠=　她在洗澡吗？
丂傢偞傢偞壌偺壠偱丠=　特意跑到我家来洗？
丂忬嫷偑傛偔撣傒崬傔側偔偰丄壌偼側傫偺峫偊傕側偟偵偲傝偁偊偢晽楥応偵岦偐偭偨丅=　无法理解状况，不假思索地先朝浴室走去。
丂傕偪傠傫丄晽楥応偺拞傑偱擿偙偆側傫偰巚傢側偄丅=　当然，不会想着偷看浴室里面。
丂傕偟埁偑擖偭偰偄偨傜丄懡暘壌偼敿嶦偟偵偝傟傞偐傜丅=　如果葵在里面的话，恐怕会被打个半死。
丂扙堖強偐傜丄惡傪偐偗偰傒傛偆偲巚偭偨偺偩丅=　打算从更衣室喊一声。
丂杮摉偵埁偑晽楥偵擖偭偰偄傞偺偐丄側偤擖偭偰偄傞偺偐丄妋偐傔偨偄婥帩偪傕偁偭偨丅=　也想确认一下葵是否真的在洗澡，为什么在洗。
丂壌偼扙堖強偺僪傾偵庤傪偐偗傞偲丄偍偦傞偍偦傞壒傪棫偰側偄傛偆偵僪傾傪奐偗偨乧丅=　将手放在更衣室的门上，小心翼翼地不发出声音地打开门…。
丂偡傞偲乧丅=　然后…。
丂扙堖強偵偼埁偺暈偲乧乧傾僯僉偺暈偑丄扙偓幪偰偰偁偭偨丅=　更衣室里扔着葵的衣服和……老哥的衣服。
丂壌偼摢偺拞偑恀偭敀偵側偭偨丅=　脑子里一片空白。
丂巚傢偢愨嬪偡傞丅=　不由得哑口无言。
丂埁偺暈偺墶偵丄側傫偱傾僯僉偺暈偑乧丠=　葵的衣服旁边，为什么会有老哥的衣服…？
丂側傫偱偩乧乧側偤偩乧側偤乧乧丠=　为什么……怎么会…为何……？
丂傑偝偐乧乧両=　难道说……！
丂曫慠偲棫偪偮偔偡壌偺帹偵丄擇恖偺惡偑墦偔暦偙偊偰偒偨乧丅=　呆立在原地，耳边隐约传来两人的声音…。
埁乽偊傊傊乧乧壗偩偐丄怴崶偝傫傒偨偄偩偹乿=葵「嘿嘿嘿……感觉，好像新婚夫妇呢」
搤庽乽偁偼偼丅杔偼壜垽偄墱偝傫傪傕傜偊偰丄岾偣幰偩側乿=冬树「哈哈哈。我能娶到这么可爱的老婆，真是个幸运儿啊」
丂梺幒偵擇恖偱堦弿偵擖傞偺偼丄彮偟媷孅偩偭偨丅=　两个人一起进浴室有点挤。
丂偍孼偪傖傫偺恎懱偑偡偖嬤偔偵偁偭偰丄偦傟偩偗偱僪僉僪僉偡傞丅=　哥哥的身体就在眼前，光是这样就让人心跳加速。
埁乽偍孼偪傖傫丄攚拞丄棳偟偰偁偘傞乿=葵「哥哥，我来帮你擦背吧」
丂傢偨偟偼僂僉僂僉偟側偑傜丄偍孼偪傖傫偺攚拞傪愻偭偰偁偘偨丅=　兴高采烈地帮哥哥擦起了背。
丂偍孼偪傖傫偺攚拞偼戝偒偔偰丄偨偔傑偟偐偭偨丅=　哥哥的背又宽又结实。
丂偙偺攚拞偵丄傢偨偟偼庣傜傟偰偄傞傫偩丅=　就是这个背在保护着自己呢。
丂偦偆巚偆偲丄傑偨婐偟偔側偭偨丅=　这么想着，又高兴起来了。
丂偍孼偪傖傫偼栙偭偰傢偨偟偺偝傟傞偑傑傑偵側偭偰偄偨丅=　哥哥默默地任由摆布。
丂傢偨偟偼偮偄偄偨偢傜偟偨偔側偭偰丄偍孼偪傖傫偺榚暊傪偔偡偖偭偰偁偘偨丅=　忍不住想恶作剧，就挠了挠哥哥的腰侧。
搤庽乽傢偭丄埁偪傖傫丄傗傔偰乧乧偁偼偼偭乿=冬树「哇，葵，别这样……哈哈哈」
埁乽偊傊傊偉丄偍孼偪傖傫偺庛揰丄尒偮偗偪傖偭偨偀丅偙偪傚偙偪傚偙偪傚乿=葵「嘿嘿嘿，发现哥哥的弱点啦。挠挠挠」
搤庽乽傗丄傗傔偰偔傟乧乧偁偼偼偼偼偭乿=冬树「别，别挠了……哈哈哈哈哈」
丂搤庽偍孼偪傖傫偑恎傪傛偠偭偰徫偄揮偘偰偄傞丅=　冬树哥哥扭动身体笑得前仰后合。
丂偦傫側偍拑栚側巔偑壜垽偔偰丄傢偨偟傕帺慠偲徫傒傪晜偐傋偰偄偨丅=　看到他如此俏皮可爱的样子，不禁也露出了笑容。
丂傢偨偟偼偝傜偵偄偄偙偲傪巚偄偮偄偨丅=　又想到了一个好主意。
埁乽偍孼偪傖傫丄偙偭偪尒側偄偱偹丠乿=葵「哥哥，不要往这边看哦？」
搤庽乽偊丠丂偳偆偟偨偺丠乿=冬树「诶？怎么了？」
埁乽偄偄偐傜乿=葵「别问了」
丂傢偨偟偼愇偗傫傪庤偵庢傞偲丄偣偭偣偲懱傪朅棫偨偣偨丅=　拿起肥皂，开始认真地在身上打起泡沫。
埁乽傑偩尒偪傖僟儊乿=葵「还不能看哦」
丂傆偲偟偨巚偄偮偒偩偭偨丅=　这是一个突如其来的想法。
丂摿偵峫偊偑偁偭偨傢偗偠傖側偄丅=　并没有特别的考虑。
丂偨偩丄偙傫側偙偲偟偨傜偍孼偪傖傫婌傫偱偔傟傞偐側偭偰丄巚偭偨偩偗丅=　只是觉得，如果这样做的话，哥哥会不会很开心呢。
丂廫暘朅棫偰偨偲偙傠偱丄傢偨偟偼巚偄愗偭偰偍孼偪傖傫偺攚拞偵書偒偮偄偨丅=　在充分打好泡沫后，鼓起勇气从背后抱住了哥哥。
搤庽乽傢偭両丠丂埁偪傖傫両丠乿=冬树「哇！？　葵酱！？」
丂嬃偄偰恎傪偡偔傔偰偄傞偍孼偪傖傫偵偐傑傢偢丄傢偨偟偼備偭偔傝偲懱傪忋壓偵梙偡傝巒傔偨丅=　不顾哥哥惊讶地缩起身子，缓缓开始上下摇动身体。
丂傢偨偟偺懱偱丄偍孼偪傖傫偺攚拞傪愻偭偰偁偘傛偆偲峫偊偨偺偩偭偨丅=　想用自己的身体帮哥哥洗背。
丂傓偵傘偭傉偪傘偭傉偪傘偭丅=　咕叽咕叽。
丂朅偑嶤傟偁偭偰丄彮偟抪偢偐偟偄壒傪棫偰偰傞偗偳乧乧丅=　泡沫摩擦发出有点羞耻的声音，但是……
丂偍孼偪傖傫偺曫傟偨傛偆側惡偵丄傢偨偟偼僴僢偲偟偨丅=　听到哥哥那有些无奈的声音，猛然惊醒。
丂懱偺摦偒傪巭傔傞丅=　停下身体的动作。
丂傕偟偐偟偰丄幐攕偩偭偨偐側乧乧丅=　难道说，搞砸了吗……
丂寵傢傟偨偐側乧乧丅=　是不是被讨厌了……
丂晄埨偱偄偭傁偄偵側傞丅=　内心充满不安。
埁乽偍孼偪傖傫乧乧偁偺乧乧乿=葵「哥哥……那个……」
丂幪偰側偄偱乧乧丅=　请不要抛弃我……
丂傢偨偟偺偙偲丄寵傢側偄偱乧乧丅=　请不要讨厌我……
搤庽乽杔埲奜偺恖偵丄偙傫側偙偲偟偪傖僟儊偩傛丠乿=冬树「不能对我以外的人做这种事哦？」
丂偍孼偪傖傫偼崲偭偨傛偆偵尵偭偨丅=　哥哥有些困扰地说道。
丂傢偨偟偼儂僢偲埨揼偡傞丅=　松了一口气，感到安心。
丂傗偭傁傝丄偍孼偪傖傫偼桪偟偄乧乧丅=　果然，哥哥还是那么温柔……
埁乽偛傔傫側偝偄乧乧丅偍孼偪傖傫偵丄婌傫偱梸偟偔偰乧乧傢偨偟乧乧乿=葵「对不起……我只是想让哥哥高兴……我……」
搤庽乽偆傫丄偄傗丄傑偁乧乧杔傕丄婐偟偐偭偨傛乧乧乿=冬树「嗯，不，那个……我也，很开心……」
丂徠傟廘偦偆偵丄偍孼偪傖傫偼摢傪憕偄偰偄傞丅=　哥哥害羞地挠着头。
丂傛偐偭偨丅=　太好了。
丂傢偨偟偼愕抪怱偵晧偗偰偟傑傢側偄偆偪偵丄懕偒傪巒傔偨丅=　在羞耻心完全占据上风之前，继续了下去。
丂昁巰偵恎懱傪忋壓偵梙偡傞丅=　拼命地上下摇动身体。
丂偨偩丄偍孼偪傖傫偵婌傫偱傕傜偆偨傔偩偗偵丅=　只是为了让哥哥高兴而已。
丂偱傕乧乧壗偩偐丄偩傫偩傫傢偨偟偺曽偑柇側婥暘偵側偭偰偒偨乧乧丅=　但是……不知怎的，渐渐地反而是我变得有些奇怪了……
丂杍偑峠挭偟丄懅偑峳偔側偭偰偄偔偺偑丄帺暘偱傕暘偐傞丅=　能感觉到自己的脸颊变得通红，呼吸也越来越急促。
丂朅偺僰儖僰儖偑丄傗偗偵怱抧偄偄丅=　泡沫滑溜溜的触感，莫名地舒服。
丂懱偺丄庡偵嫻傪巊偭偰偄傞偨傔偵丄偦偙偑巋寖偝傟傞丅=　因为主要用身体的胸部在动作，那里被刺激到了。
丂擕庱偑丄捝偄傎偳愲偭偰偄傞偺偑丄帺暘偱暘偐偭偨丅=　能清楚地感觉到自己的乳头已经挺立得发疼。
丂側傫偩傠偆丄曄側姶偠乧乧丅=　这是怎么回事，好奇怪的感觉……
丂傢偨偟偼杮摉偵曄側婥暘偵側偭偰丄偍孼偪傖傫偺攚拞偵帺暘偺嫻傪嶤傝偮偗偰偄偨丅=　真的变得很奇怪，不自觉地用自己的胸部摩擦着哥哥的后背。
丂傓偵傘偭傓偵傘偭傉偪傘偭傉偪傘偭丅=　咕叽咕叽噗啾噗啾。
丂傢偨偟偼栚傪暵偠偰丄嫻偺愭抂偵姶偠傞巋寖偵堄幆傪廤拞偟偰傒偨丅=　闭上眼睛，将意识集中在胸部前端感受到的刺激上。
丂峝偔愲偭偨擕庱偺愭抂偑丄偍孼偪傖傫偺攚拞偲枾拝偟偰嶤傝偮偗傜傟傞丅=　坚硬挺立的乳头尖端，紧贴着哥哥的后背摩擦着。
丂傢偨偟偼愕抪怱傕朰傟偰丄偍孼偪傖傫偺攚拞偵傑偡傑偡嫮偔懱傪枾拝偝偣偨丅=　忘记了羞耻心，将身体越发用力地贴在哥哥的后背上。
